gene_id	kegg_pathway_id	kegg_pathway_name
OsMH63_04G021970	osa04814	Motor proteins - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00053	Ascorbate and aldarate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00071	Fatty acid degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00280	Valine, leucine and isoleucine degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00310	Lysine degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00330	Arginine and proline metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00340	Histidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00380	Tryptophan metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00561	Glycerolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00620	Pyruvate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa00770	Pantothenate and CoA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G022090	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_04G022220	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_04G022220	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G022240	osa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022240	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022240	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G022240	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G022280	osa00220	Arginine biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022280	osa00250	Alanine, aspartate and glutamate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022280	osa00910	Nitrogen metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022280	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G022280	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022360	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022360	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_04G022380	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022380	osa00513	Various types of N-glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022380	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G022630	osa00511	Other glycan degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G022630	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022660	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_04G022710	osa00220	Arginine biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022710	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G022710	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G022710	osa01210	2-Oxocarboxylic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022710	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G022720	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G022720	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa00566	Sulfoquinovose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa00620	Pyruvate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa00630	Glyoxylate and dicarboxylate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G022770	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G023050	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G023090	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G023090	osa00470	D-Amino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G023090	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G023100	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_04G023120	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G023120	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G023130	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G023130	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G023260	osa00062	Fatty acid elongation - Oryza sativa japonica (Japanese rice)
OsMH63_04G023260	osa01040	Biosynthesis of unsaturated fatty acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G023260	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G023260	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa00280	Valine, leucine and isoleucine degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa00290	Valine, leucine and isoleucine biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa00770	Pantothenate and CoA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa00966	Glucosinolate biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa01210	2-Oxocarboxylic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G023330	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_04G023370	osa00073	Cutin, suberine and wax biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G023370	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G023420	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_04G023420	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_04G023700	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G023700	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G023720	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G023720	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G023730	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G023930	osa03030	DNA replication - Oryza sativa japonica (Japanese rice)
OsMH63_04G023930	osa03410	Base excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_04G023930	osa03420	Nucleotide excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_04G023930	osa03430	Mismatch repair - Oryza sativa japonica (Japanese rice)
OsMH63_04G024110	osa03020	RNA polymerase - Oryza sativa japonica (Japanese rice)
OsMH63_04G024380	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G024380	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G024400	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_04G024470	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G024470	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G024470	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G024470	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_04G024500	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G024500	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G024500	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G024670	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_04G024910	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_04G024910	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_04G025250	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G025250	osa00513	Various types of N-glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G025250	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G025470	osa03008	Ribosome biogenesis in eukaryotes - Oryza sativa japonica (Japanese rice)
OsMH63_04G025570	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G025570	osa00330	Arginine and proline metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G025570	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G025580	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G025660	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G025670	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_04G025670	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G025670	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G025710	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G025750	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G025840	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G025850	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_04G025970	osa04814	Motor proteins - Oryza sativa japonica (Japanese rice)
OsMH63_04G026240	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G026290	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G026290	osa00513	Various types of N-glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G026290	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G026290	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_04G026320	osa00073	Cutin, suberine and wax biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G026320	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G026320	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_04G026440	osa00073	Cutin, suberine and wax biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G026440	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G026440	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_04G026450	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_04G026460	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_04G026470	osa03050	Proteasome - Oryza sativa japonica (Japanese rice)
OsMH63_04G026660	osa00860	Porphyrin metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G026660	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G026660	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G026660	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_04G026760	osa00592	alpha-Linolenic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G026760	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G026800	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G026800	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G026800	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G026890	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G026890	osa00541	Biosynthesis of various nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_04G026890	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G026890	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_04G026930	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_04G026960	osa00250	Alanine, aspartate and glutamate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G026960	osa00650	Butanoate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G026960	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G027130	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_04G027150	osa00340	Histidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027150	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G027150	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G027150	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G027180	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027180	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G027180	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_04G027220	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_04G027230	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_04G027230	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_04G027710	osa00330	Arginine and proline metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027710	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027710	osa00770	Pantothenate and CoA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G027710	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G027730	osa00630	Glyoxylate and dicarboxylate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027730	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G027730	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G027730	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027730	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_04G027750	osa03060	Protein export - Oryza sativa japonica (Japanese rice)
OsMH63_04G027760	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027760	osa00630	Glyoxylate and dicarboxylate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027760	osa00670	One carbon pool by folate - Oryza sativa japonica (Japanese rice)
OsMH63_04G027760	osa00785	Lipoic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027760	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G027760	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G027760	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027770	osa04136	Autophagy - other - Oryza sativa japonica (Japanese rice)
OsMH63_04G027800	osa00350	Tyrosine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027800	osa00950	Isoquinoline alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G027800	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G027800	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G027810	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G027810	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G027810	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G027960	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G028000	osa00592	alpha-Linolenic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G028000	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G028200	osa04814	Motor proteins - Oryza sativa japonica (Japanese rice)
OsMH63_04G028210	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
