gene_id	kegg_pathway_id	kegg_pathway_name
OsMH63_04G014520	osa03460	Fanconi anemia pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G014590	osa00053	Ascorbate and aldarate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G014590	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G014590	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G014950	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_04G014950	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G015120	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_04G015210	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G015320	osa00592	alpha-Linolenic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015320	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G015320	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G015340	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G015450	osa00261	Monobactam biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G015450	osa00300	Lysine biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G015450	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G015450	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G015450	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G015460	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_04G015510	osa00061	Fatty acid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G015510	osa00780	Biotin metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015510	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G015510	osa01212	Fatty acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015510	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_04G015520	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G015580	osa03060	Protein export - Oryza sativa japonica (Japanese rice)
OsMH63_04G015640	osa00591	Linoleic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015640	osa00592	alpha-Linolenic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015640	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G015640	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G015650	osa00250	Alanine, aspartate and glutamate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015650	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015650	osa00430	Taurine and hypotaurine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015650	osa00650	Butanoate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015650	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G015650	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G015660	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G015660	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G015660	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G015670	osa00250	Alanine, aspartate and glutamate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015670	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015670	osa00430	Taurine and hypotaurine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015670	osa00650	Butanoate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G015670	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G015670	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G015750	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G015750	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G015750	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G016170	osa00785	Lipoic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016170	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016170	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_04G016240	osa00196	Photosynthesis - antenna proteins - Oryza sativa japonica (Japanese rice)
OsMH63_04G016240	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016280	osa00430	Taurine and hypotaurine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016280	osa00460	Cyanoamino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016280	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016280	osa00590	Arachidonic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016280	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016330	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G016330	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016330	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016330	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G016360	osa00040	Pentose and glucuronate interconversions - Oryza sativa japonica (Japanese rice)
OsMH63_04G016360	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016370	osa02010	ABC transporters - Oryza sativa japonica (Japanese rice)
OsMH63_04G016380	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_04G016380	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016380	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016450	osa04082	Neuroactive ligand signaling - Oryza sativa japonica (Japanese rice)
OsMH63_04G016500	osa00790	Folate biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G016500	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016500	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_04G016500	osa04122	Sulfur relay system - Oryza sativa japonica (Japanese rice)
OsMH63_04G016550	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G016640	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_04G016650	osa04517	IgSF CAM signaling - Oryza sativa japonica (Japanese rice)
OsMH63_04G016650	osa04814	Motor proteins - Oryza sativa japonica (Japanese rice)
OsMH63_04G016720	osa00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G016720	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016720	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G016720	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G016780	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016780	osa00670	One carbon pool by folate - Oryza sativa japonica (Japanese rice)
OsMH63_04G016780	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016800	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_04G016900	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016900	osa00350	Tyrosine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016900	osa00360	Phenylalanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016900	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016900	osa00950	Isoquinoline alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G016900	osa00960	Tropane, piperidine and pyridine alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G016900	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016900	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G016990	osa00330	Arginine and proline metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G016990	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G016990	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G017000	osa03083	Polycomb repressive complex - Oryza sativa japonica (Japanese rice)
OsMH63_04G017010	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G017010	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_04G017010	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G017010	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G017010	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017010	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G017040	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G017150	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G017160	osa00905	Brassinosteroid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G017160	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G017160	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G017210	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_04G017280	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_04G017370	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G017420	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017420	osa00350	Tyrosine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017420	osa00360	Phenylalanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017420	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017420	osa00950	Isoquinoline alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G017420	osa00960	Tropane, piperidine and pyridine alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G017420	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G017420	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G017450	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G017510	osa00380	Tryptophan metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017530	osa00760	Nicotinate and nicotinamide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017530	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G017640	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G017640	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G017680	osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice)
OsMH63_04G017680	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G017680	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G017680	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017680	osa01210	2-Oxocarboxylic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017680	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G017760	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G017760	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G017760	osa03082	ATP-dependent chromatin remodeling - Oryza sativa japonica (Japanese rice)
OsMH63_04G017770	osa03082	ATP-dependent chromatin remodeling - Oryza sativa japonica (Japanese rice)
OsMH63_04G017860	osa03460	Fanconi anemia pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G017890	osa00073	Cutin, suberine and wax biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G018030	osa00062	Fatty acid elongation - Oryza sativa japonica (Japanese rice)
OsMH63_04G018030	osa01040	Biosynthesis of unsaturated fatty acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G018030	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G018030	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G018030	osa01212	Fatty acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018120	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_04G018140	osa03050	Proteasome - Oryza sativa japonica (Japanese rice)
OsMH63_04G018150	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G018150	osa04382	Cornified envelope formation - Oryza sativa japonica (Japanese rice)
OsMH63_04G018170	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G018170	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018170	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G018170	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G018170	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018260	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G018260	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_04G018260	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G018260	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G018260	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018260	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G018290	osa00620	Pyruvate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018290	osa00630	Glyoxylate and dicarboxylate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018290	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G018290	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G018290	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018380	osa00100	Steroid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G018380	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G018380	osa04148	Efferocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_04G018410	osa04712	Circadian rhythm - plant - Oryza sativa japonica (Japanese rice)
OsMH63_04G018440	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_04G018590	osa00630	Glyoxylate and dicarboxylate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018590	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G018590	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G018590	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018690	osa03020	RNA polymerase - Oryza sativa japonica (Japanese rice)
OsMH63_04G018810	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018810	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G018840	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G018840	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G018920	osa03050	Proteasome - Oryza sativa japonica (Japanese rice)
OsMH63_04G019070	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019070	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G019090	osa00740	Riboflavin metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019090	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G019090	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G019090	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_04G019150	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_04G019150	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G019180	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019180	osa00330	Arginine and proline metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019180	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G019180	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G019190	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G019190	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G019190	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G019380	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G019400	osa03410	Base excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_04G019480	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G019590	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019590	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G019590	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019670	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_04G019670	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G019870	osa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G019870	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G019870	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G019870	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_04G019920	osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice)
OsMH63_04G019920	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019920	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G019920	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G019920	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019920	osa01210	2-Oxocarboxylic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G019920	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G019920	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_04G020000	osa03022	Basal transcription factors - Oryza sativa japonica (Japanese rice)
OsMH63_04G020000	osa03420	Nucleotide excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_04G020020	osa00960	Tropane, piperidine and pyridine alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G020020	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G020020	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020100	osa03008	Ribosome biogenesis in eukaryotes - Oryza sativa japonica (Japanese rice)
OsMH63_04G020180	osa00073	Cutin, suberine and wax biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G020230	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_04G020230	osa04517	IgSF CAM signaling - Oryza sativa japonica (Japanese rice)
OsMH63_04G020230	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_04G020230	osa05100	Bacterial invasion of epithelial cells - Oryza sativa japonica (Japanese rice)
OsMH63_04G020240	osa03440	Homologous recombination - Oryza sativa japonica (Japanese rice)
OsMH63_04G020300	osa00460	Cyanoamino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020300	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020300	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020300	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G020300	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020330	osa00460	Cyanoamino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020330	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020330	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020330	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G020330	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020440	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G020450	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020450	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G020450	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020490	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020490	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G020490	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020490	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_04G020590	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_04G020600	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020600	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G020600	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020630	osa00360	Phenylalanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G020630	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G020630	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G020630	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020720	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G020840	osa00904	Diterpenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G020840	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020860	osa00195	Photosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G020860	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G020900	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G020900	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G020930	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_04G021040	osa04712	Circadian rhythm - plant - Oryza sativa japonica (Japanese rice)
OsMH63_04G021200	osa02010	ABC transporters - Oryza sativa japonica (Japanese rice)
OsMH63_04G021200	osa04981	Folate transport and metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G021240	osa03008	Ribosome biogenesis in eukaryotes - Oryza sativa japonica (Japanese rice)
OsMH63_04G021260	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_04G021300	osa00601	Glycosphingolipid biosynthesis - lacto and neolacto series - Oryza sativa japonica (Japanese rice)
OsMH63_04G021300	osa00603	Glycosphingolipid biosynthesis - globo and isoglobo series - Oryza sativa japonica (Japanese rice)
OsMH63_04G021300	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G021370	osa04130	SNARE interactions in vesicular transport - Oryza sativa japonica (Japanese rice)
OsMH63_04G021370	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_04G021380	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_04G021510	osa00902	Monoterpenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G021510	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G021520	osa00902	Monoterpenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G021520	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G021550	osa00902	Monoterpenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G021550	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G021590	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_04G021700	osa03060	Protein export - Oryza sativa japonica (Japanese rice)
OsMH63_04G021700	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_04G021800	osa00920	Sulfur metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G021800	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G021810	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G021810	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_04G021810	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_04G021810	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_04G021840	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_04G021870	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_04G021950	osa04136	Autophagy - other - Oryza sativa japonica (Japanese rice)
