gene_id	DS_osbzip23_rep1	DS_osbzip23_rep2	DS_WT_rep1	DS_WT_rep2	N_WT_rep1	N_WT_rep2	RE_WT_rep1	RE_WT_rep2
OsMH_08G0245600	0	0	0	0	0	0	2	0
OsMH_08G0245700	0	0	0	0	0	0	0	0
OsMH_08G0245800	0	0	0	0	0	0	0	0
OsMH_08G0245900	0	0	0	0	0	0	0	0
OsMH_08G0246000	0	0	626	529	559	545	461	466
OsMH_08G0246100	0	0	0	0	0	0	0	0
OsMH_08G0246200	0	0	0	0	0	0	0	0
OsMH_08G0246300	2	3	254	282	289	269	287	280
OsMH_08G0246400	0	0	0	0	20	22	5	8
OsMH_08G0246500	0	0	2537	2571	2152	2098	1757	1754
OsMH_08G0246600	0	0	1552	1712	4510	4018	3384	3406
OsMH_08G0246700	0	0	0	0	2	0	0	0
OsMH_08G0246800	0	0	850	811	920	866	749	817
OsMH_08G0246900	0	0	25770	24590	6343	6071	3305	3562
OsMH_08G0247200	0	0	6	13	0	4	0	0
OsMH_08G0247300	0	2	7282	7010	3548	3196	2937	2733
OsMH_08G0247400	0	0	2575	2651	492	531	473	571
OsMH_08G0247500	0	0	785	683	634	581	390	450
OsMH_08G0247600	0	0	372	524	654	545	957	946
OsMH_08G0247700	0	0	1069	1010	1318	1105	1395	1384
OsMH_08G0247800	0	0	3048	3107	2992	2794	2249	2125
OsMH_08G0247900	0	0	0	0	0	0	0	0
OsMH_08G0248000	0	0	4	17	0	7	1	0
OsMH_08G0248100	0	0	37	29	83	76	45	54
OsMH_08G0248200	0	0	2	0	0	3	0	2
OsMH_08G0248300	0	0	15	29	1	10	6	4
OsMH_08G0248400	0	0	649	579	781	587	578	545
OsMH_08G0248500	0	0	2344	2621	260	195	219	213
OsMH_08G0248600	0	0	2	2	0	0	0	5
OsMH_08G0244000	28	37	32	43	30	39	31	43
OsMH_08G0244300	5	12	4	0	2	0	4	0
OsMH_08G0247000	5	5	95	121	62	105	114	86
OsMH_08G0247100	20	36	19	37	45	17	26	46
OsMH_08G0249400	59	67	41	27	88	53	62	48
OsMH_08G0249500	1	2	28	16	26	23	24	23
OsMH_08G0249700	40	24	11	12	22	15	19	30
OsMH_08G0250200	16	5	817	869	315	265	347	306
OsMH_08G0250300	0	0	999	1133	838	764	800	686
OsMH_08G0250400	4	4	8	14	0	2	0	0
OsMH_08G0249800	1401	1744	34	41	7	8	0	8
OsMH_08G0256100	7	14	5885	6417	23233	19635	25365	25496
OsMH_08G0256200	63	152	6844	8074	76526	63505	89223	88963
OsMH_08G0257500	0	0	159	265	193	230	201	222
OsMH_08G0257600	1	4	37	13	75	49	72	58
OsMH_08G0259600	0	0	233	239	81	78	89	88
OsMH_08G0261500	0	0	32330	32687	18567	16070	13614	13452
OsMH_08G0262100	77	57	794	888	521	488	1134	1111
OsMH_08G0262200	1	4	274	287	0	0	1	1
OsMH_08G0262400	203	451	9083	9408	4309	3723	2383	2332
OsMH_08G0262600	0	0	589	671	158	125	280	260
OsMH_08G0262500	7	2	21	16	11	3	27	37
OsMH_08G0262700	2	11	2731	2630	1653	1485	1035	1107
OsMH_08G0251500	0	0	6870	6708	4511	4353	3483	3716
OsMH_08G0251600	0	0	195	254	723	605	651	698
OsMH_08G0251700	0	0	1006	875	101	85	183	98
OsMH_08G0251800	0	0	70	83	483	445	530	511
OsMH_08G0251900	0	0	2	11	16	2	2	16
OsMH_08G0252000	0	0	47	57	73	98	90	98
OsMH_08G0252100	0	0	701	726	513	542	418	434
OsMH_08G0252200	1330	1094	14	45	6	10	22	13
OsMH_08G0252300	0	0	29	33	6	11	7	12
OsMH_08G0252600	0	0	28	34	10	4	4	6
OsMH_08G0252900	0	0	1627	1731	6738	5764	5900	5984
OsMH_08G0253100	0	0	2686	2950	1594	1456	1478	1465
OsMH_08G0253200	42	69	53	47	70	55	59	63
OsMH_08G0253300	337	429	132	165	378	358	392	406
OsMH_08G0253600	156	205	40	20	0	21	6	7
OsMH_08G0253700	0	0	11382	11789	6117	5301	3055	3296
OsMH_08G0253800	0	2	387	403	126	78	133	134
OsMH_08G0253900	0	0	3	2	0	0	0	0
OsMH_08G0254000	0	0	2650	2834	1136	1017	1515	1306
OsMH_08G0254100	0	0	16	8	24	12	17	19
OsMH_08G0254200	0	0	2188	2134	1353	1128	1207	1148
OsMH_08G0254300	0	0	1192	1250	193	158	167	210
OsMH_08G0254400	0	0	395	369	445	459	358	369
OsMH_08G0254600	0	0	15	3	0	2	3	1
OsMH_08G0254700	0	0	24	40	18	21	8	10
OsMH_08G0254800	0	0	364	442	265	263	332	285
OsMH_08G0254900	0	0	19	12	24	20	15	11
OsMH_08G0255000	0	0	2179	2236	1963	2003	1670	1998
OsMH_08G0255100	0	0	46	86	113	123	86	145
OsMH_08G0252400	688	928	491	509	223	140	126	118
OsMH_08G0252500	495	591	19	7	34	31	48	36
OsMH_08G0252700	495	580	92	81	21	15	4	20
OsMH_08G0252800	143	102	62	69	49	46	72	59
OsMH_08G0253000	8	4	1279	1342	1049	975	1095	879
OsMH_08G0253400	2	0	636	584	998	873	715	742
OsMH_08G0253500	5	1	2125	2234	1244	1170	990	978
OsMH_08G0254500	26	78	51745	55695	11384	10971	8285	8792
OsMH_08G0263200	2	0	2152	2029	1128	1018	606	559
OsMH_08G0262900	0	0	10	2	34	12	10	22
OsMH_08G0262800	92	155	572	566	372	442	429	455
OsMH_08G0263000	5277	5742	282	265	204	176	152	130
OsMH_08G0274300	7	8	184	172	503	493	441	497
OsMH_08G0276400	3	2	42	41	58	23	21	20
OsMH_08G0263400	0	0	5715	5923	4025	3677	2856	2886
OsMH_08G0263600	0	7	28	37	16	22	10	16
OsMH_08G0263800	0	0	221	186	261	275	245	271
OsMH_08G0263900	0	0	734	696	351	254	163	164
OsMH_08G0264000	0	0	198	229	4580	3520	1351	1372
OsMH_08G0264100	0	0	1006	992	493	494	316	318
OsMH_08G0264200	0	0	1935	2024	2411	2138	1420	1609
OsMH_08G0264300	0	0	168	192	145	142	66	110
OsMH_08G0264400	0	0	736	886	629	547	495	541
OsMH_08G0264500	0	0	43	34	4	0	7	6
OsMH_08G0264600	0	0	414	551	1781	1413	1008	931
OsMH_08G0264700	0	0	3	2	10	8	24	33
OsMH_08G0264800	0	0	1107	947	788	775	387	374
OsMH_08G0264900	0	0	135	108	1687	1587	1605	1699
OsMH_08G0265000	0	0	433	427	244	253	134	135
OsMH_08G0265100	0	0	2784	3039	1035	891	549	498
OsMH_08G0265200	0	0	139	157	126	111	97	113
OsMH_08G0265300	0	0	163	174	499	504	397	419
OsMH_08G0265400	0	0	27	27	19	3	23	13
OsMH_08G0265500	0	0	11	11	361	238	220	243
OsMH_08G0265600	0	0	307	303	1129	1058	1659	1659
OsMH_08G0265700	0	0	3090	2836	2261	1926	1369	1539
OsMH_08G0265800	0	0	103	120	119	91	46	66
OsMH_08G0265900	0	0	94	84	675	579	1105	1187
OsMH_08G0266000	0	0	4664	4578	3039	2503	2353	2525
OsMH_08G0266100	0	0	642	598	318	366	244	269
OsMH_08G0266200	0	0	115	157	167	167	225	226
OsMH_08G0266300	18	39	1324	1166	1131	1001	633	566
OsMH_08G0266400	0	0	1865	1752	1777	1752	1233	1355
OsMH_08G0266500	0	0	3425	3542	3481	2905	2616	2735
OsMH_08G0266600	0	0	776	827	582	531	518	491
OsMH_08G0266700	0	2	1043	1023	924	796	459	488
OsMH_08G0266800	0	0	0	0	0	0	0	0
OsMH_08G0266900	0	0	2243	2355	1604	1409	1319	1510
OsMH_08G0267000	0	0	0	0	0	0	2	0
OsMH_08G0267100	0	0	0	0	0	0	4	4
OsMH_08G0267200	0	0	147	159	153	101	89	104
OsMH_08G0267300	0	0	0	0	0	0	0	0
OsMH_08G0267400	0	0	4860	4766	8230	7134	5884	5986
OsMH_08G0267500	0	0	0	0	0	0	0	0
OsMH_08G0267600	0	0	0	0	0	0	0	0
OsMH_08G0267700	0	0	3547	3790	1537	1358	1669	1697
OsMH_08G0267800	0	0	1663	1749	2174	1944	1993	2110
OsMH_08G0267900	0	0	0	0	0	0	0	0
OsMH_08G0268000	7	25	0	0	0	0	0	0
OsMH_08G0268400	116	210	0	0	0	0	0	0
OsMH_08G0268700	0	0	0	0	0	0	0	0
OsMH_08G0268800	0	0	0	0	0	3	0	1
OsMH_08G0268900	0	0	0	0	0	0	0	0
OsMH_08G0269000	0	0	74	132	79	52	72	74
OsMH_08G0269100	0	0	0	0	0	0	0	0
OsMH_08G0269200	0	0	0	0	0	0	0	1
OsMH_08G0269300	0	1	0	0	0	0	0	0
OsMH_08G0269400	0	3	0	0	0	0	0	0
OsMH_08G0269500	0	0	0	0	0	0	0	0
OsMH_08G0269600	0	0	18	19	24	7	15	21
OsMH_08G0269700	0	0	190	173	715	623	612	582
OsMH_08G0269800	0	0	817	816	1093	1020	674	698
OsMH_08G0269900	0	0	2	0	96	82	95	116
OsMH_08G0270000	0	0	4	0	0	0	0	0
OsMH_08G0270100	0	0	79	73	10	20	16	15
OsMH_08G0270200	0	0	106	153	28	20	15	27
OsMH_08G0270300	0	0	2292	2542	2696	2354	2105	2132
OsMH_08G0270400	0	0	1	1	1	1	1	1
OsMH_08G0270500	0	0	121	128	1312	1005	1745	1672
OsMH_08G0270600	0	2	4866	5267	1325	1202	762	835
OsMH_08G0270700	0	0	615	567	2399	2161	2842	2848
OsMH_08G0270900	0	0	3302	3237	1548	1474	163	169
OsMH_08G0271000	0	0	25	47	0	12	4	0
OsMH_08G0271100	0	0	76	86	80	76	102	88
OsMH_08G0271300	0	0	2280	2253	627	591	447	478
OsMH_08G0271400	0	0	34	74	121	83	78	69
OsMH_08G0271500	0	0	965	947	1346	1120	1050	1192
OsMH_08G0271600	0	0	4	16	8	7	11	11
OsMH_08G0271700	0	0	2843	2676	2260	1970	1899	2052
OsMH_08G0271800	0	0	1662	1894	1905	1639	1660	1670
OsMH_08G0271900	0	0	16448	16269	23913	21085	16830	17268
OsMH_08G0272000	0	0	17804	19511	2906	2557	2225	2091
OsMH_08G0272100	0	0	2	0	70	67	130	117
OsMH_08G0272200	0	0	2	0	0	0	2	0
OsMH_08G0272300	0	0	48	49	19	15	13	14
OsMH_08G0272400	0	0	1394	1630	1066	894	737	812
OsMH_08G0272500	0	0	6732	6661	2295	2064	2135	2059
OsMH_08G0272600	0	0	907	891	1278	1142	891	894
OsMH_08G0272800	0	0	3306	3548	3228	2759	2017	2197
OsMH_08G0272900	0	0	5	4	3	3	4	0
OsMH_08G0273000	0	1	5	0	0	0	0	0
OsMH_08G0273200	0	0	2331	2222	2314	2049	1526	1810
OsMH_08G0273300	0	0	5	0	0	0	0	0
OsMH_08G0273400	0	0	16	19	24	16	5	8
OsMH_08G0273500	0	0	683	751	537	372	297	309
OsMH_08G0273600	0	0	24860	24436	6088	5464	3953	3961
OsMH_08G0273700	0	0	389	414	187	175	171	120
OsMH_08G0273800	0	0	1979	2102	1383	1305	1220	1147
OsMH_08G0273900	0	0	0	0	0	0	0	0
OsMH_08G0274000	0	0	1049	1022	430	462	434	413
OsMH_08G0263500	7933	8412	11	13	85	100	133	117
OsMH_08G0263700	3	0	161	191	587	563	84	158
OsMH_08G0268100	55	89	3278	3140	930	795	699	722
OsMH_08G0268200	359	478	70	75	31	30	21	43
OsMH_08G0268300	36	77	1623	1685	1111	989	1002	1006
OsMH_08G0268500	408	525	16	13	80	104	48	43
OsMH_08G0268600	43	130	2535	2966	2229	1569	1567	1649
OsMH_08G0270800	1	0	1147	1183	967	871	699	746
OsMH_08G0271200	3	5	3732	3509	4170	4039	2631	2861
OsMH_08G0272700	21	66	11613	11211	13276	12049	12106	12187
OsMH_08G0273100	3	0	0	0	0	0	0	0
OsMH_08G0276600	2250	2903	20	31	65	34	59	59
OsMH_08G0276900	29	69	27	34	28	30	15	25
OsMH_08G0277100	3	4	1	0	0	1	1	3
OsMH_08G0276800	1033	1422	28	46	133	134	281	266
OsMH_08G0277900	39	45	730	894	628	607	657	696
OsMH_08G0279200	52	22	121	120	190	152	287	318
OsMH_08G0278800	329	484	619	642	352	262	191	266
OsMH_08G0279400	7	1	2	6	4	2	0	2
OsMH_08G0279900	139	206	1367	1279	1847	1501	1516	1658
OsMH_08G0280000	16	29	1603	1883	1603	1324	2806	3075
OsMH_08G0280100	0	8	3	0	0	4	0	0
OsMH_08G0280300	347	581	299	254	170	175	144	103
OsMH_08G0280200	76	41	16	8	36	35	23	50
OsMH_08G0280500	589	728	4	0	9	7	11	4
OsMH_08G0280700	0	0	8	2	85	49	114	119
OsMH_08G0280800	0	6	59	26	0	0	0	0
OsMH_08G0280900	0	0	0	0	2	1	1	0
OsMH_08G0281000	0	4	99	115	1925	1857	3089	3081
OsMH_08G0281100	0	0	0	0	0	0	0	0
OsMH_08G0281200	0	0	0	0	0	0	0	0
OsMH_08G0281300	0	0	5	19	7	0	7	5
OsMH_08G0281400	0	0	1299	1509	1698	1304	2755	2608
OsMH_08G0281500	0	0	1424	1254	1222	1147	884	992
OsMH_08G0281600	0	0	0	0	0	0	0	0
OsMH_08G0281700	0	0	0	9	221	219	142	135
OsMH_08G0281800	0	0	0	0	0	0	0	0
OsMH_08G0281900	0	0	0	0	0	2	7	3
OsMH_08G0282000	0	0	1443	1502	716	550	302	233
OsMH_08G0282100	0	0	4580	4579	5380	5146	5105	5358
OsMH_08G0282200	0	0	120	101	48	67	47	49
OsMH_08G0282300	0	0	256	282	414	408	232	234
OsMH_08G0282400	0	0	431	534	1012	777	1151	946
OsMH_08G0282500	0	0	98	122	1403	1241	1048	951
OsMH_08G0282600	0	0	1035	1002	1181	1106	894	989
OsMH_08G0282700	0	0	1359	1360	1014	867	685	659
OsMH_08G0282800	0	0	1348	1127	1689	1511	1613	1668
OsMH_08G0282900	0	0	46	20	15	10	10	0
OsMH_08G0283100	0	0	1051	922	917	802	614	787
OsMH_08G0283200	0	0	6577	6822	2619	2285	1168	1224
OsMH_08G0283300	0	0	225	256	34	56	143	120
OsMH_08G0283500	0	0	29	18	29	23	14	21
OsMH_08G0283600	0	0	1701	1594	1605	1395	988	942
OsMH_08G0283700	0	0	1118	1077	662	597	452	489
OsMH_08G0283800	0	0	4402	4699	2454	2132	1886	1932
OsMH_08G0283900	0	0	3562	3361	3617	3123	3026	2962
OsMH_08G0284000	0	0	32	39	7	8	0	0
OsMH_08G0284100	0	0	916	837	1438	1260	1231	1316
OsMH_08G0284200	0	0	5358	5099	3795	3534	2663	2986
OsMH_08G0284300	0	0	349	338	385	384	437	437
OsMH_08G0284400	0	0	5517	5433	6428	5481	5686	5755
OsMH_08G0284500	0	0	14	20	2	0	0	3
OsMH_08G0284600	0	2	3	4	8	1	2	2
OsMH_08G0284700	0	0	31	23	12	21	16	13
OsMH_08G0284800	0	0	4078	4162	2461	2320	1919	2005
OsMH_08G0284900	0	0	1258	1294	3012	3022	3010	2983
OsMH_08G0285000	0	0	238	190	1065	959	1055	1112
OsMH_08G0285100	0	0	1382	1306	1226	1114	465	666
OsMH_08G0285200	0	0	1271	1578	574	648	779	704
OsMH_08G0285300	0	1	348	325	298	226	255	240
OsMH_08G0285400	0	0	1	1	0	0	1	1
OsMH_08G0285500	0	0	3281	3349	9882	9109	10253	10856
OsMH_08G0285600	0	0	6262	7159	2793	2385	2889	3022
OsMH_08G0280400	482	848	3938	4150	1855	1654	1422	1709
OsMH_08G0280600	618	704	134	128	2657	2353	1969	1826
OsMH_08G0283000	5	59	2014	2098	2917	2822	1800	1918
OsMH_08G0283400	100	179	3213	3277	2400	2175	2175	2055
OsMH_08G0285700	946	1282	1056	1103	946	1029	755	921
OsMH_08G0286000	2088	3092	107	83	92	82	47	52
OsMH_08G0285900	433	465	369	443	392	341	358	330
OsMH_08G0286800	3	20	106	121	88	78	61	77
OsMH_08G0286900	4	10	3	3	3	5	0	0
OsMH_08G0286600	1608	3302	11	11	11	10	6	10
OsMH_08G0287000	549	561	706	732	603	573	998	1050
OsMH_08G0287100	8	8	631	776	2365	2010	1794	1865
OsMH_08G0287300	1	0	55	83	52	41	39	47
OsMH_08G0287400	173	372	6427	6354	4490	4317	3534	3596
OsMH_08G0290500	5	0	5047	5190	3285	2895	2538	2764
OsMH_08G0291400	0	0	2135	2356	1818	1767	1408	1475
OsMH_08G0288100	0	6	0	0	0	0	0	0
OsMH_08G0288300	0	0	0	0	0	0	0	0
OsMH_08G0288400	0	0	1239	1349	1102	1051	942	990
OsMH_08G0288500	0	0	0	0	0	0	0	0
OsMH_08G0288600	0	0	0	2	2	0	0	0
OsMH_08G0288800	2983	3456	2	0	5	5	0	8
OsMH_08G0289000	0	0	6	0	0	0	0	0
OsMH_08G0289600	840	1068	317	393	194	184	143	129
OsMH_08G0289700	119	159	1164	1101	1139	1132	3647	3911
OsMH_08G0289800	0	0	1490	1530	6224	5716	8513	8969
OsMH_08G0289900	0	0	122	143	112	88	49	87
OsMH_08G0290000	129	160	1466	1387	3980	3561	2909	2953
OsMH_08G0290100	0	0	0	0	0	0	0	0
OsMH_08G0290200	0	0	1683	1609	3766	3476	3782	4011
OsMH_08G0290300	0	4	14	197	148	164	38	23
OsMH_08G0287900	1342	1680	8	21	6	7	14	13
OsMH_08G0288000	67	105	1	0	0	0	0	0
OsMH_08G0288200	2	10	388	381	462	461	384	462
OsMH_08G0288700	11	16	1307	1307	1969	1832	1396	1365
OsMH_08G0288900	633	1195	8443	8547	8826	8102	7128	6794
OsMH_08G0289100	10	8	3281	3359	6072	5673	6450	6606
OsMH_08G0289200	18	24	1688	1828	813	852	746	729
OsMH_08G0289300	10	5	4	4	0	0	4	0
OsMH_08G0289400	134	188	1674	1729	8	6	14	19
OsMH_08G0289500	197	372	3271	3254	2396	2397	1992	2061
OsMH_08G0290400	29	25	0	0	0	0	1	0
OsMH_08G0291600	6	10	18	25	29	13	40	48
OsMH_08G0291700	16	8	35	27	47	55	115	94
OsMH_08G0291500	1886	2702	841	923	1455	1194	1372	1258
OsMH_08G0291800	22	77	2	2	0	0	0	0
OsMH_08G0292000	15	39	2	7	2	4	4	3
OsMH_08G0292100	191	177	64	105	150	154	169	168
OsMH_08G0291900	1560	1689	23	7	11	13	9	17
OsMH_08G0292400	18	10	132	169	109	138	103	136
OsMH_08G0292500	16	12	18	19	85	67	68	49
OsMH_08G0298700	0	0	36	36	76	50	50	56
OsMH_08G0300000	156	169	4	0	9	0	2	0
OsMH_08G0293300	0	0	5	0	14	6	3	20
OsMH_08G0293400	0	0	0	0	3	2	3	4
OsMH_08G0293500	0	0	5	0	56	53	90	112
OsMH_08G0293600	0	0	10	3	0	13	10	16
OsMH_08G0293700	0	0	9	7	2	10	1	4
OsMH_08G0293800	0	0	8	5	6	4	5	9
OsMH_08G0293900	0	0	7	9	1	11	10	7
OsMH_08G0294000	0	0	2	0	0	0	0	0
OsMH_08G0294200	0	0	107	107	62	58	46	66
OsMH_08G0294300	0	0	1984	1949	1379	1093	1110	1172
OsMH_08G0294400	0	0	197	240	105	133	106	120
OsMH_08G0294500	0	4	865	955	1554	1442	739	750
OsMH_08G0294700	0	0	28	30	21	21	10	6
OsMH_08G0294800	0	0	0	0	0	0	0	0
OsMH_08G0294900	0	0	49	49	8	24	15	21
OsMH_08G0295000	0	0	107	160	51	73	51	57
OsMH_08G0295100	0	0	27	24	20	3	14	16
OsMH_08G0295200	0	0	13	11	33	15	11	8
OsMH_08G0295300	0	0	16	18	69	74	99	111
OsMH_08G0295400	0	0	155	147	76	57	69	58
OsMH_08G0295500	0	0	90	61	69	55	62	59
OsMH_08G0295600	0	0	667	694	3130	3103	3537	3607
OsMH_08G0295700	0	2	296	332	90	62	55	74
OsMH_08G0295800	0	0	28	27	5	9	9	5
OsMH_08G0296000	0	0	117	113	15	15	12	13
OsMH_08G0296100	0	0	2462	2347	2456	2320	1874	1915
OsMH_08G0296200	0	0	0	0	0	0	0	0
OsMH_08G0296300	0	0	0	0	4	0	0	0
OsMH_08G0296400	0	0	0	0	0	0	0	0
OsMH_08G0296500	0	0	0	0	11	23	3	10
OsMH_08G0296600	0	0	1	1	1	1	1	1
OsMH_08G0296700	0	0	0	0	0	0	0	0
OsMH_08G0296800	0	0	0	4	61	58	42	37
OsMH_08G0296900	0	0	0	0	0	0	0	0
OsMH_08G0297000	0	0	1689	1501	802	690	400	359
OsMH_08G0297100	0	0	0	4	6	3	0	0
OsMH_08G0297200	0	0	2	0	112	102	44	41
OsMH_08G0297300	0	0	8	4	15	9	0	10
OsMH_08G0297400	0	0	599	651	970	884	1047	1043
OsMH_08G0297500	0	0	389	433	279	212	154	197
OsMH_08G0297600	0	0	1528	1570	1282	1216	1376	1475
OsMH_08G0297700	0	0	20	14	33	30	19	17
OsMH_08G0297800	0	0	85	123	30	44	28	30
OsMH_08G0298000	0	0	4458	4797	2584	2503	1912	1924
OsMH_08G0298100	0	28	0	3	1	0	0	1
OsMH_08G0298500	0	0	0	0	0	0	0	0
OsMH_08G0293200	31	87	13	14	6	9	0	9
OsMH_08G0294100	415	356	0	0	0	0	0	0
OsMH_08G0294600	48	46	0	0	0	0	0	0
OsMH_08G0295900	7	11	0	0	0	0	0	0
OsMH_08G0297900	384	417	0	4	0	0	0	0
OsMH_08G0298200	19	43	0	0	2	2	0	0
OsMH_08G0298300	1186	1649	0	0	0	0	0	0
OsMH_08G0298400	62	90	0	0	0	0	0	0
OsMH_08G0298600	72	200	1238	1295	602	604	468	558
OsMH_08G0300900	441	565	0	0	0	2	0	0
OsMH_08G0301000	820	1435	267	322	625	485	524	502
OsMH_08G0301100	53	131	0	0	0	0	0	0
OsMH_08G0301200	1117	1271	0	0	2	0	0	0
OsMH_08G0301800	34	53	0	0	0	0	0	0
OsMH_08G0301900	13	7	0	0	0	0	0	0
OsMH_08G0302100	0	0	0	0	0	3	0	7
OsMH_08G0302000	28	50	0	0	0	0	0	0
OsMH_08G0302200	243	372	0	2	0	0	0	0
OsMH_08G0302300	1	3	0	0	0	0	0	0
OsMH_08G0301400	2087	2647	0	10	6	6	5	0
OsMH_08G0301500	1028	1603	0	0	0	0	0	0
OsMH_08G0302500	0	0	0	0	0	0	0	0
OsMH_08G0302400	134	143	14	3	2	2	0	3
OsMH_08G0302600	818	901	0	4	14	24	26	29
OsMH_08G0302800	24	38	3325	3394	6795	6095	3654	3844
OsMH_08G0302900	23	51	440	425	160	138	150	114
OsMH_08G0303000	80	148	0	2	14	4	4	8
OsMH_08G0303200	20	12	0	0	0	0	0	0
OsMH_08G0303500	16	0	0	2	0	2	0	1
OsMH_08G0304100	0	0	0	0	0	0	0	4
OsMH_08G0304000	872	1017	0	0	0	0	0	0
OsMH_08G0304200	88	94	0	0	0	0	0	0
OsMH_08G0304300	8	3	0	0	0	0	0	0
OsMH_08G0304800	113	119	0	0	0	0	0	0
OsMH_08G0305100	1	0	2	0	73	44	125	150
OsMH_08G0305500	0	3	0	3	4	4	7	3
OsMH_08G0306000	36	32	0	0	1	0	0	8
OsMH_08G0305800	19	24	0	0	0	0	0	0
OsMH_08G0305900	482	0	10	11	18	3	9	8
OsMH_08G0306600	30	52	3895	3791	2196	2051	1726	1661
OsMH_08G0307600	6	30	977	575	1949	1855	5082	5685
OsMH_08G0309000	2	0	15704	15754	17038	15698	12649	12570
OsMH_08G0309400	8	22	4911	5318	2247	1851	2027	1951
OsMH_08G0308900	600	965	1908	1868	1355	1274	1043	1037
OsMH_08G0309900	170	254	4409	4587	2402	1894	1466	1385
OsMH_08G0326500	0	10	5	7	6	0	0	1
OsMH_08G0326800	0	0	182	215	1224	1162	1058	1136
OsMH_08G0327600	57	149	7	4	3	3	8	9
OsMH_08G0328000	879	1199	2	10	12	6	5	4
OsMH_08G0328100	11	10	5	1	0	1	0	0
OsMH_08G0328300	86	192	4	0	11	5	3	2
OsMH_08G0328500	370	640	585	576	348	341	283	300
OsMH_08G0328400	11	9	211928	218904	13	7	49	37
OsMH_08G0328900	411	503	4249	4727	0	0	2	2
OsMH_08G0329000	321	613	1146	1364	1174	947	746	833
OsMH_08G0329200	10	12	12	13	3	4	3	8
OsMH_08G0329300	209	263	215	158	639	519	913	1002
OsMH_08G0329500	344	337	244	207	324	281	126	152
OsMH_08G0329600	368	545	25	25	68	24	27	41
OsMH_08G0329800	140	178	1019	1075	63	46	30	30
OsMH_08G0329900	0	0	3672	3824	5721	5268	5571	5440
OsMH_08G0330800	2308	3540	617	545	507	395	434	402
OsMH_08G0330900	309	286	821	860	3700	3337	2219	2189
OsMH_08G0310000	827	932	115	95	128	130	104	141
OsMH_08G0310100	0	0	82	84	111	92	343	378
OsMH_08G0310200	0	0	1265	1331	580	631	534	491
OsMH_08G0310300	0	0	62	60	58	53	27	35
OsMH_08G0310500	0	0	76	49	246	251	251	256
OsMH_08G0310600	0	0	592	631	751	734	650	689
OsMH_08G0310700	0	0	153	135	589	566	2227	2187
OsMH_08G0310800	2607	2968	18	15	65	45	46	45
OsMH_08G0310900	0	0	27	15	29	35	34	28
OsMH_08G0311000	0	0	23	48	33	19	50	9
OsMH_08G0311100	0	0	460	590	504	383	483	482
OsMH_08G0311300	0	0	1964	1953	313	342	323	312
OsMH_08G0311400	0	0	2073	1899	1900	1800	1430	1634
OsMH_08G0311500	0	0	8977	8980	4296	3960	3865	4148
OsMH_08G0311600	0	0	4070	4781	2466	2124	2031	1858
OsMH_08G0311700	0	0	82	68	250	226	228	159
OsMH_08G0311900	0	0	262	276	94	120	31	61
OsMH_08G0312000	0	0	5	5	0	6	4	3
OsMH_08G0312200	0	0	7762	8011	2679	2303	2050	2189
OsMH_08G0312300	0	0	0	5	7	0	7	12
OsMH_08G0312700	0	8	23178	21732	11693	10252	8042	8557
OsMH_08G0313200	0	7	0	4	0	4	0	0
OsMH_08G0313500	0	4	1622	1637	2786	2622	2572	2679
OsMH_08G0313600	0	2	0	0	0	0	0	0
OsMH_08G0313700	0	0	0	0	0	0	2	0
OsMH_08G0313800	0	0	0	0	0	0	0	0
OsMH_08G0313900	0	0	0	0	17	15	19	14
OsMH_08G0314100	0	0	0	0	0	0	0	0
OsMH_08G0314200	143	185	0	0	0	3	0	0
OsMH_08G0314700	397	761	343	363	150	146	155	142
OsMH_08G0315000	0	0	0	0	15	20	18	17
OsMH_08G0315100	0	0	0	0	0	0	0	0
OsMH_08G0315200	0	0	1365	1258	1315	1303	1032	1106
OsMH_08G0315300	0	0	0	1	0	0	0	0
OsMH_08G0315400	0	0	628	662	550	586	439	475
OsMH_08G0315500	264	242	0	2	27	20	11	10
OsMH_08G0315700	0	0	0	0	0	0	0	0
OsMH_08G0315800	0	0	0	0	0	0	0	0
OsMH_08G0316100	0	0	5885	6243	5524	5103	4531	4577
OsMH_08G0316300	0	0	0	1	0	0	0	0
OsMH_08G0316400	0	0	0	0	0	0	0	2
OsMH_08G0316500	0	0	5935	5780	1243	1160	785	947
OsMH_08G0316800	0	0	0	0	0	0	0	0
OsMH_08G0316900	0	1	6180	6891	3263	3042	5219	5500
OsMH_08G0317000	0	0	717	692	951	907	829	894
OsMH_08G0317100	0	0	1281	1109	1133	924	972	1185
OsMH_08G0317200	0	0	2067	2738	8357	7575	7943	7913
OsMH_08G0317300	0	11	150	129	63	47	54	56
OsMH_08G0317400	0	1	48	70	20	6	29	35
OsMH_08G0317500	0	0	2090	2100	3436	3096	3964	4342
OsMH_08G0317800	0	0	11	11	5	16	12	10
OsMH_08G0318000	207	366	14	2	180	180	258	262
OsMH_08G0318100	0	0	8	15	2	11	3	4
OsMH_08G0318200	0	0	206	229	393	351	470	447
OsMH_08G0318300	0	0	242	270	67	96	20	16
OsMH_08G0318600	0	0	251	249	167	125	109	94
OsMH_08G0318700	0	0	5913	6024	757	671	599	631
OsMH_08G0318800	0	0	653	662	1237	1183	1038	1003
OsMH_08G0319100	0	0	24	0	49	39	38	38
