gene_id	DS_osbzip23_rep1	DS_osbzip23_rep2	DS_WT_rep1	DS_WT_rep2	N_WT_rep1	N_WT_rep2	RE_WT_rep1	RE_WT_rep2
OsMH_08G0319200	0	0	1681	1592	2426	2183	1968	2154
OsMH_08G0319300	0	0	403	484	416	444	188	128
OsMH_08G0319400	0	0	3040	3064	6346	6248	4468	4701
OsMH_08G0319500	0	0	989	1009	731	685	504	496
OsMH_08G0319700	0	0	16	13	9	0	0	10
OsMH_08G0319800	0	0	892	1017	936	723	573	631
OsMH_08G0319900	0	0	558	657	170	166	149	184
OsMH_08G0320000	0	0	687	652	574	495	365	399
OsMH_08G0320100	0	0	2446	2327	4216	3786	2572	2770
OsMH_08G0320200	0	0	10	8	4	6	4	7
OsMH_08G0320300	0	0	3502	3573	2200	2088	1751	1829
OsMH_08G0320400	0	0	831	894	607	602	565	568
OsMH_08G0320500	0	0	1	1	1	0	1	1
OsMH_08G0320600	0	0	1273	1250	1671	1490	1626	1680
OsMH_08G0320700	0	0	0	0	0	0	0	0
OsMH_08G0320800	61	62	7	8	4	3	2	5
OsMH_08G0320900	0	0	776	941	5116	4954	6340	6181
OsMH_08G0321000	0	0	0	0	0	0	0	0
OsMH_08G0321100	0	0	4	0	0	3	0	0
OsMH_08G0321200	0	0	945	903	674	492	533	529
OsMH_08G0321300	0	0	512	614	6756	5522	18484	17790
OsMH_08G0321400	0	0	405	411	1155	1027	922	1003
OsMH_08G0321500	0	0	2198	2566	1635	1491	910	787
OsMH_08G0321600	0	0	3	2	8	3	1	0
OsMH_08G0321700	0	0	495	543	793	585	541	557
OsMH_08G0321900	0	0	24	15	25	17	2	5
OsMH_08G0322000	0	0	1616	1707	935	1057	595	615
OsMH_08G0322100	0	0	24	24	22	23	8	7
OsMH_08G0322200	0	0	58	63	272	226	219	243
OsMH_08G0322300	0	0	516	590	225	227	100	119
OsMH_08G0322400	0	0	842	785	994	818	623	630
OsMH_08G0322500	140	131	4	0	48	42	69	53
OsMH_08G0322600	0	0	6023	5750	3782	3665	2317	2510
OsMH_08G0322700	0	2	4	0	7	4	0	2
OsMH_08G0322900	0	0	0	0	0	0	0	0
OsMH_08G0323000	0	0	2	1	0	4	0	0
OsMH_08G0323300	205	304	341	308	505	432	1679	1630
OsMH_08G0323600	0	0	18	14	164	115	57	71
OsMH_08G0323700	0	0	899	909	2181	1882	1295	1431
OsMH_08G0323800	0	0	18	14	53	43	22	31
OsMH_08G0323900	0	0	217	181	1791	1419	1353	1461
OsMH_08G0324200	0	1	278	361	575	1081	710	708
OsMH_08G0324300	0	8	368	350	2474	2230	1777	1877
OsMH_08G0324400	0	25	345	366	746	569	611	624
OsMH_08G0324500	0	0	244	251	880	907	881	995
OsMH_08G0324600	0	0	9	22	4	0	3	2
OsMH_08G0324700	0	0	56	78	404	329	277	256
OsMH_08G0324800	0	0	4	7	1	9	4	5
OsMH_08G0324900	0	0	6	5	415	368	802	955
OsMH_08G0325000	0	0	195	298	238	261	242	270
OsMH_08G0325200	0	0	10	4	40	42	17	19
OsMH_08G0325300	1816	2055	12	4	2	4	9	5
OsMH_08G0325500	40	43	2336	2264	3872	3407	3344	3297
OsMH_08G0325700	0	10	0	0	0	0	0	0
OsMH_08G0325800	330	488	13	8	11	12	0	22
OsMH_08G0325900	0	0	0	0	0	0	0	0
OsMH_08G0326000	0	0	0	0	0	0	0	0
OsMH_08G0326100	69	150	0	0	0	0	0	0
OsMH_08G0326200	0	0	599	627	910	945	837	823
OsMH_08G0310400	640	592	9	0	9	5	3	5
OsMH_08G0311200	5286	6452	18	5	19	12	35	33
OsMH_08G0311800	1902	2596	0	0	0	34	0	0
OsMH_08G0312100	4	0	937	1105	691	630	462	593
OsMH_08G0312400	52	69	25	46	20	20	10	12
OsMH_08G0312500	11	24	2607	2521	2614	2552	2076	2143
OsMH_08G0312600	130	89	0	0	0	0	0	0
OsMH_08G0312800	16	19	0	0	2	0	2	0
OsMH_08G0312900	27	56	0	0	0	0	0	0
OsMH_08G0313000	5	2	0	0	0	0	0	0
OsMH_08G0313100	3	0	0	0	0	0	0	0
OsMH_08G0313300	74	112	0	0	0	0	0	0
OsMH_08G0313400	22	82	0	2	0	0	0	0
OsMH_08G0314000	2	0	1647	1636	1099	1010	769	894
OsMH_08G0314300	100	71	0	0	0	0	0	0
OsMH_08G0314400	2216	2344	0	0	0	0	0	0
OsMH_08G0314500	433	565	0	0	0	0	0	0
OsMH_08G0314600	58	79	0	0	0	0	0	0
OsMH_08G0314800	3829	2970	0	0	0	0	0	0
OsMH_08G0314900	2881	2634	0	0	0	0	0	0
OsMH_08G0315600	7	2	0	0	0	11	4	8
OsMH_08G0315900	53	63	0	0	0	0	0	0
OsMH_08G0316000	82	110	5547	5718	5719	4910	3974	3970
OsMH_08G0316200	67	49	2788	2595	1377	1128	662	709
OsMH_08G0316600	266	255	898	884	727	596	431	467
OsMH_08G0316700	2	14	0	0	0	0	0	0
OsMH_08G0317600	483	465	2066	2073	2070	2152	1408	1401
OsMH_08G0317700	7	10	608	606	476	410	481	481
OsMH_08G0317900	682	829	40	30	46	40	37	36
OsMH_08G0318400	2369	3757	0	0	0	0	0	0
OsMH_08G0318500	65	71	0	0	0	0	0	3
OsMH_08G0318900	152	189	0	0	0	0	0	0
OsMH_08G0319000	323	276	0	0	0	0	0	0
OsMH_08G0319600	4	0	1786	2199	880	915	742	796
OsMH_08G0321800	196	199	0	0	0	0	0	0
OsMH_08G0322800	13	21	1798	1930	1459	1357	1655	1568
OsMH_08G0323100	310	242	0	0	0	0	0	0
OsMH_08G0323200	82	138	0	0	0	0	0	0
OsMH_08G0323400	56	159	0	0	0	0	0	0
OsMH_08G0323500	56	51	0	0	0	0	0	0
OsMH_08G0324000	345	343	0	0	0	0	0	0
OsMH_08G0324100	9	22	263	298	36	47	48	54
OsMH_08G0325100	786	788	24	33	124	85	82	86
OsMH_08G0325400	101	126	2	1	2	2	2	1
OsMH_08G0325600	48	48	19	34	12	3	3	4
OsMH_08G0326300	175	102	1940	1757	1363	1224	1110	1237
OsMH_08G0326400	22219	18841	737	683	834	769	530	558
OsMH_08G0331000	1824	2339	1338	1405	1581	1685	1107	1034
OsMH_08G0331100	66	110	1642	1514	260	209	194	225
OsMH_08G0331200	3	5	50	36	204	190	145	133
OsMH_08G0333200	282	370	1	13	17	8	27	21
OsMH_08G0333300	22	8	344	289	182	179	135	191
OsMH_08G0333400	109	97	46	55	56	45	28	44
OsMH_08G0331600	56	88	3260	3583	2751	2480	1854	1849
OsMH_08G0331700	0	0	2	3	72	53	64	64
OsMH_08G0331800	1558	2518	66	59	2	3	2	0
OsMH_08G0332100	0	0	10077	9901	12085	11085	7174	8250
OsMH_08G0332200	0	0	26	31	4	0	0	3
OsMH_08G0332300	0	0	13670	13470	5963	5672	4782	4907
OsMH_08G0332500	0	0	626	620	39	53	63	45
OsMH_08G0332600	14	22	996	880	1181	1113	1003	1168
OsMH_08G0332900	0	0	1209	1504	2448	2157	2406	2245
OsMH_08G0333000	0	0	34	33	7	10	5	2
OsMH_08G0331300	3220	4009	18	26	13	11	8	15
OsMH_08G0331400	124	156	1	1	1	1	1	1
OsMH_08G0331500	267	352	155	99	976	795	761	893
OsMH_08G0331900	19	28	888	809	1702	1626	1488	1603
OsMH_08G0332000	156	168	1386	1530	792	723	628	711
OsMH_08G0332400	783	667	5	0	0	0	1	0
OsMH_08G0332700	17	10	270	220	93	44	64	59
OsMH_08G0332800	3	4	12871	13492	7696	6576	5476	5470
OsMH_08G0333800	378	617	11447	11952	11585	10642	10596	10281
OsMH_08G0334100	0	34	1552	1896	1557	1481	1327	1387
OsMH_08G0334000	54	46	40	45	35	35	15	33
OsMH_08G0334200	2	0	2124	1919	1897	1735	1281	1245
OsMH_08G0333900	1263	1996	631	660	720	589	1047	1277
OsMH_08G0350800	42	100	415	431	337	305	337	451
OsMH_08G0351000	8	19	2753	2542	3754	3605	3259	3153
OsMH_08G0351200	7	15	77	92	49	55	38	62
OsMH_08G0351300	78	107	324	403	427	418	316	334
OsMH_08G0351600	44	66	9	5	5	13	5	2
OsMH_08G0351800	29	35	66	87	70	59	43	46
OsMH_08G0351700	6	6	1223	1442	932	910	470	578
OsMH_08G0352000	4	3	3	2	15	8	8	12
OsMH_08G0352100	0	0	2331	2281	1449	1224	759	696
OsMH_08G0352200	0	0	2739	2516	1305	1187	998	1077
OsMH_08G0352300	0	0	2388	2470	3637	3416	3973	3703
OsMH_08G0352400	0	0	4910	5308	11152	9560	11015	11833
OsMH_08G0352500	2851	4179	1752	1699	1513	1415	1109	1055
OsMH_08G0352700	175	322	196	209	212	189	177	188
OsMH_08G0352600	56	73	2	9	6	6	6	5
OsMH_08G0352800	83	49	1686	1768	2214	1961	2077	2147
OsMH_08G0352900	890	1708	4614	4512	4528	4162	4224	4050
OsMH_08G0353000	0	8	1911	1959	1922	1707	1399	1683
OsMH_08G0353100	95	288	373	432	361	344	262	394
OsMH_08G0353200	55	40	722	674	583	488	471	532
OsMH_08G0353600	0	2	0	0	0	0	0	0
OsMH_08G0354500	12	20	12	8	0	0	0	0
OsMH_08G0354800	122	141	112	114	53	48	38	38
OsMH_08G0355000	23	66	0	0	0	0	0	0
OsMH_08G0355100	167	307	75	98	46	55	101	119
OsMH_08G0355300	2	0	12	10	40	15	26	11
OsMH_08G0356200	1	0	2	4	4	4	1	6
OsMH_08G0356300	2	4	3	3	9	4	4	11
OsMH_08G0357700	163	158	10	33	63	29	42	51
OsMH_08G0357800	1375	1609	370	389	428	492	470	488
OsMH_08G0358000	1	7	90	81	50	58	38	54
OsMH_08G0358200	4	0	0	48	0	0	32	0
OsMH_08G0334300	0	54	10	13	21	9	11	16
OsMH_08G0334400	0	0	21	22	24	26	18	22
OsMH_08G0334600	2	42	38	25	11	14	6	13
OsMH_08G0335000	0	0	44	42	0	0	9	0
OsMH_08G0335100	0	0	213	169	255	220	219	204
OsMH_08G0335200	0	0	292	262	698	512	740	813
OsMH_08G0335300	0	0	6	0	164	169	224	225
OsMH_08G0335400	36	48	1344	1340	905	1030	732	743
OsMH_08G0335500	0	0	0	0	0	0	0	0
OsMH_08G0335600	218	208	1	1	1	1	1	1
OsMH_08G0335700	159	250	223	232	42	30	10	8
OsMH_08G0335800	0	0	125	92	90	65	61	69
OsMH_08G0335900	0	0	218	184	598	609	495	554
OsMH_08G0336000	0	0	12	2	94	53	69	70
OsMH_08G0336100	0	0	189	315	421	386	308	364
OsMH_08G0336200	0	0	0	0	1	1	1	2
OsMH_08G0336400	762	850	0	0	0	0	0	0
OsMH_08G0336500	622	1193	224	183	609	479	395	380
OsMH_08G0336600	0	0	442	487	412	448	424	380
OsMH_08G0336800	0	0	26	33	39	34	63	41
OsMH_08G0336900	0	1	13154	13608	10695	10239	7085	8080
OsMH_08G0337000	42	24	0	0	0	0	0	0
OsMH_08G0337500	0	0	0	0	0	0	0	0
OsMH_08G0337600	0	0	0	0	0	0	0	0
OsMH_08G0337700	0	0	0	0	0	0	0	0
OsMH_08G0337900	0	0	0	0	0	0	0	0
OsMH_08G0338000	0	0	0	0	0	0	0	0
OsMH_08G0338100	0	0	0	0	0	0	0	0
OsMH_08G0338200	0	0	0	0	0	0	0	0
OsMH_08G0338300	0	0	0	0	0	0	0	0
OsMH_08G0338400	0	0	0	0	0	0	0	0
OsMH_08G0338800	26	34	0	0	0	0	0	0
OsMH_08G0339100	0	0	0	0	0	0	0	0
OsMH_08G0339200	43	51	991	999	439	456	228	218
OsMH_08G0339300	511	808	0	0	5	9	2	1
OsMH_08G0339500	0	0	0	0	0	0	0	0
OsMH_08G0339600	0	0	0	0	2	0	0	0
OsMH_08G0339700	0	0	0	0	0	0	0	0
OsMH_08G0339800	0	0	0	0	3	0	0	0
OsMH_08G0339900	0	0	0	0	0	0	0	0
OsMH_08G0340000	0	0	0	0	0	0	0	0
OsMH_08G0340100	0	0	0	0	0	0	0	0
OsMH_08G0340200	0	0	0	0	0	0	0	0
OsMH_08G0340300	0	0	0	0	0	0	0	0
OsMH_08G0340600	266	316	0	0	0	0	0	0
OsMH_08G0340700	460	436	0	0	0	0	0	0
OsMH_08G0340900	0	0	5947	5874	8506	8192	8564	8434
OsMH_08G0341200	0	0	0	0	35	40	16	9
OsMH_08G0341500	0	0	0	7	44	45	17	20
OsMH_08G0341600	0	0	0	0	0	0	0	0
OsMH_08G0341900	0	1	0	0	0	0	0	0
OsMH_08G0342100	283	361	0	0	0	0	0	0
OsMH_08G0342200	0	16	0	0	0	0	0	0
OsMH_08G0342500	4	2	0	0	0	0	0	0
OsMH_08G0342600	0	10	0	0	0	0	0	0
OsMH_08G0342800	0	7	0	0	0	0	0	0
OsMH_08G0342900	0	0	0	0	0	0	0	0
OsMH_08G0343000	22	94	0	0	0	0	0	0
OsMH_08G0343100	19	9	0	0	0	0	0	0
OsMH_08G0343200	0	0	0	0	0	0	0	0
OsMH_08G0343500	0	0	0	0	3	0	0	0
OsMH_08G0343600	0	0	0	0	0	0	0	0
OsMH_08G0343700	0	0	0	0	0	0	0	0
OsMH_08G0343800	0	0	0	0	0	0	0	0
OsMH_08G0344000	0	0	0	0	0	0	0	0
OsMH_08G0344100	0	0	0	0	0	0	0	0
OsMH_08G0344200	887	852	0	0	0	0	0	0
OsMH_08G0344300	0	0	0	0	0	0	0	0
OsMH_08G0344400	270	405	0	0	0	0	0	0
OsMH_08G0344500	0	1	0	0	0	0	0	0
OsMH_08G0344700	0	0	0	0	0	0	3	0
OsMH_08G0344900	0	0	0	0	0	0	0	0
OsMH_08G0345000	0	0	0	0	0	0	0	0
OsMH_08G0345300	0	0	0	0	8	9	0	5
OsMH_08G0345400	0	0	0	0	0	0	0	0
OsMH_08G0345500	0	0	0	0	0	0	0	0
OsMH_08G0345600	0	0	0	0	0	0	0	0
OsMH_08G0345700	0	0	0	0	0	0	0	0
OsMH_08G0345800	0	0	0	0	0	0	0	0
OsMH_08G0345900	0	0	0	0	0	0	0	0
OsMH_08G0346000	0	0	0	0	0	0	0	0
OsMH_08G0346100	0	0	0	0	0	0	0	0
OsMH_08G0346200	0	0	0	0	0	0	0	0
OsMH_08G0346400	0	0	0	0	0	0	0	0
OsMH_08G0346500	23	17	0	0	0	0	0	0
OsMH_08G0346600	0	0	0	0	0	0	0	0
OsMH_08G0346700	0	0	0	0	0	0	0	0
OsMH_08G0346800	0	0	0	0	0	0	0	0
OsMH_08G0346900	0	0	0	0	0	0	0	0
OsMH_08G0347000	0	0	5	15	29	11	8	18
OsMH_08G0347100	0	0	0	0	0	0	0	0
OsMH_08G0347200	0	0	0	0	0	0	0	0
OsMH_08G0347300	0	0	0	0	0	0	0	0
OsMH_08G0347400	0	0	0	0	0	0	0	0
OsMH_08G0347500	0	0	0	0	0	0	0	0
OsMH_08G0347600	0	0	0	0	0	0	0	0
OsMH_08G0347700	0	0	0	0	0	0	0	0
OsMH_08G0347800	0	0	126	130	73	95	45	58
OsMH_08G0347900	0	0	0	0	0	0	0	0
OsMH_08G0348000	0	0	0	4	0	0	7	0
OsMH_08G0348100	0	7	154	235	103	106	71	106
OsMH_08G0348200	0	0	0	0	0	0	0	0
OsMH_08G0348400	0	0	0	0	8	0	0	0
OsMH_08G0348500	0	0	0	0	0	0	0	0
OsMH_08G0348600	0	0	0	0	0	0	0	0
OsMH_08G0348700	0	0	0	0	0	0	0	0
OsMH_08G0348800	0	0	0	0	0	0	0	2
OsMH_08G0348900	0	0	0	3	0	0	4	0
OsMH_08G0349000	690	1164	0	0	0	0	0	0
OsMH_08G0349200	0	0	0	0	0	0	0	0
OsMH_08G0349300	0	0	3383	3277	2610	2281	2322	2263
OsMH_08G0349400	0	0	58	61	38	26	34	13
OsMH_08G0349500	0	0	541	448	288	316	183	207
OsMH_08G0349600	0	0	127	166	199	184	127	99
OsMH_08G0349700	0	0	43	44	15	46	9	13
OsMH_08G0349800	0	0	3	0	2	5	0	0
OsMH_08G0349900	0	0	9	6	0	0	0	0
OsMH_08G0350100	0	0	715	742	484	515	485	474
OsMH_08G0334500	1344	1054	8	9	15	12	8	27
OsMH_08G0334700	3732	3865	33	46	27	29	18	12
OsMH_08G0334800	15	12	34	44	63	52	21	32
OsMH_08G0334900	1374	1463	64	65	75	65	56	31
OsMH_08G0336300	440	508	14	12	15	4	19	2
OsMH_08G0336700	730	984	106	145	98	153	79	88
OsMH_08G0337100	11	8	1907	1872	3575	3235	3408	3575
OsMH_08G0337200	2	0	196	207	228	229	165	130
OsMH_08G0337300	2	2	10	9	116	121	84	89
OsMH_08G0337400	531	538	617	711	757	872	1365	1551
OsMH_08G0337800	39	40	2	6	33	22	6	0
OsMH_08G0338500	46	30	40	44	24	16	10	13
OsMH_08G0338600	4	3	5108	5277	5797	5571	4474	4699
OsMH_08G0338700	282	260	6	5	0	0	0	0
OsMH_08G0338900	3	7	37	71	52	30	13	21
OsMH_08G0339000	3	0	4	3	1	0	0	0
OsMH_08G0339400	669	1146	23	31	37	26	16	17
OsMH_08G0340400	140	97	8	9	3	2	2	4
OsMH_08G0340500	44	22	1209	1069	632	642	420	528
OsMH_08G0340800	2506	2956	30	2	8	13	4	2
OsMH_08G0341000	250	229	22	9	16	8	2	3
OsMH_08G0341100	1	1	13	13	0	9	6	0
OsMH_08G0341300	5485	6464	180	209	58	52	14	34
OsMH_08G0341400	220	332	18	32	108	100	79	74
OsMH_08G0341700	1204	1067	9	10	368	368	177	171
OsMH_08G0341800	3	4	314	312	336	293	319	312
OsMH_08G0342000	188	171	23	22	78	68	59	69
OsMH_08G0342300	97	126	316	240	465	411	362	442
OsMH_08G0342400	13	4	0	0	0	0	0	0
OsMH_08G0342700	212	236	991	873	893	851	770	781
OsMH_08G0343300	36614	44376	3224	3243	2203	2090	1676	1849
OsMH_08G0343400	17	16	393	350	335	369	291	327
OsMH_08G0343900	74	44	578	551	3182	3069	1634	1610
OsMH_08G0344600	2	1	0	0	0	0	0	0
OsMH_08G0344800	41	22	168	223	144	114	122	115
OsMH_08G0345100	8	1	7	6	0	0	0	0
OsMH_08G0345200	366	380	24	25	4	12	7	6
OsMH_08G0346300	347	502	22	25	24	19	14	19
OsMH_08G0348300	352	371	1	0	4	3	0	3
OsMH_08G0349100	1	0	11	28	62	70	75	72
OsMH_08G0350000	474	515	5	0	4	0	0	0
OsMH_08G0350200	39	83	70	82	625	551	730	814
OsMH_08G0350300	487	655	6	2	4	16	2	10
OsMH_08G0350400	86	114	0	0	0	0	0	0
OsMH_08G0358600	0	0	4	4	0	0	0	0
OsMH_08G0358700	0	0	10	17	24	43	37	35
OsMH_08G0359300	0	0	5674	5137	4413	4144	4648	5407
OsMH_08G0359600	0	0	241	221	158	134	83	74
OsMH_08G0359800	0	0	3109	3398	1347	1218	952	875
OsMH_08G0359900	0	0	135	131	86	102	79	95
OsMH_08G0360000	0	0	200	169	1790	1373	290	232
OsMH_08G0360300	8	4	13	15	282	180	125	170
OsMH_08G0360600	0	0	1853	1803	1545	1494	1075	1098
OsMH_08G0360700	0	0	18	17	6	12	7	10
OsMH_08G0360800	0	0	27	16	61	69	65	120
OsMH_08G0358800	3	3	4	0	31	13	15	11
OsMH_08G0358900	7	6	142	204	1149	906	955	899
OsMH_08G0359000	185	285	32	44	18	20	12	9
OsMH_08G0359100	1913	2998	9	0	18	10	2	10
OsMH_08G0359200	3	0	118	115	77	90	84	99
OsMH_08G0359400	2	0	443	421	357	412	277	340
OsMH_08G0359500	1	0	5	15	2	4	2	1
OsMH_08G0359700	387	555	979	1151	772	705	850	869
OsMH_08G0360100	56	60	313	277	292	308	242	291
OsMH_08G0360200	20	12	537	537	1353	1183	1273	1335
OsMH_08G0360400	1	10	0	0	0	0	0	0
OsMH_08G0360500	1294	1364	0	0	0	0	0	0
OsMH_08G0360900	82	105	0	0	0	0	0	0
OsMH_08G0361200	374	597	0	0	0	0	0	0
OsMH_08G0361700	0	0	0	0	0	0	0	0
OsMH_08G0361800	0	0	0	0	0	0	0	0
OsMH_08G0362100	0	0	0	2	0	0	0	0
OsMH_08G0362300	0	0	0	0	0	0	0	0
OsMH_08G0362400	0	0	0	0	0	0	0	0
OsMH_08G0362600	0	0	488	424	188	142	78	120
OsMH_08G0362800	0	0	0	0	2	3	0	0
OsMH_08G0362900	0	0	0	0	0	0	0	0
OsMH_08G0363000	0	0	0	0	0	0	0	0
OsMH_08G0363100	0	0	0	0	2	12	8	2
OsMH_08G0363200	193	188	0	0	2	0	4	6
OsMH_08G0363400	0	0	0	0	0	11	27	12
OsMH_08G0361000	30	50	0	0	0	0	0	0
OsMH_08G0361100	46	35	0	0	0	0	0	0
OsMH_08G0361300	10	3	0	0	0	0	0	0
OsMH_08G0361400	83	98	0	0	0	0	0	0
OsMH_08G0361500	145	107	0	0	0	0	0	0
OsMH_08G0361600	62	55	0	0	0	0	0	0
OsMH_08G0361900	27	13	0	0	0	0	0	0
OsMH_08G0362000	33	21	0	0	0	0	0	0
OsMH_08G0362200	54	90	0	0	0	0	0	0
OsMH_08G0362500	2	15	0	0	0	0	0	0
OsMH_08G0362700	33	20	1958	2281	719	645	493	490
OsMH_08G0363300	978	1034	10	3	0	0	0	0
OsMH_08G0363600	6	26	2	0	0	0	0	0
OsMH_08G0363900	10	6	8	9	0	0	0	0
OsMH_08G0363500	991	886	20	17	6	34	7	5
OsMH_08G0364400	0	0	29	26	4	4	6	18
OsMH_08G0364500	49	95	39	62	9	2	5	16
OsMH_08G0365300	0	0	117	157	45	37	102	74
OsMH_08G0364200	245	125	0	0	0	0	0	0
OsMH_08G0364300	3453	4571	0	0	0	0	0	0
OsMH_08G0370200	420	507	0	0	0	0	0	0
OsMH_08G0370400	302	474	2	2	0	0	0	0
OsMH_08G0365400	0	4	3205	3316	2879	2795	2094	2159
OsMH_08G0365500	0	0	29	20	23	2	16	6
OsMH_08G0365700	290	441	71	113	34	16	4	22
OsMH_08G0366000	0	0	114	144	117	69	85	67
OsMH_08G0366200	0	0	4117	4176	2952	2548	2343	2322
OsMH_08G0366300	0	0	389	353	172	171	248	265
OsMH_08G0366400	0	0	706	641	396	418	169	204
OsMH_08G0366500	0	0	3	5	0	0	0	6
OsMH_08G0366600	0	0	75	53	185	135	173	160
OsMH_08G0366900	0	0	0	7	5	2	0	8
OsMH_08G0367100	0	0	3	0	5	6	9	13
OsMH_08G0367200	0	0	45	54	173	156	213	217
OsMH_08G0367300	0	0	10	19	21	12	0	11
OsMH_08G0367400	0	0	8	2	17	3	20	10
OsMH_08G0367500	0	2	2	0	0	0	0	0
OsMH_08G0367600	0	0	15	9	17	27	8	15
OsMH_08G0367700	2	8	336	360	154	206	146	167
OsMH_08G0368300	0	0	923	880	616	551	522	527
OsMH_08G0368500	0	0	67	108	74	110	144	154
OsMH_08G0368600	0	4	75	53	21	23	40	44
OsMH_08G0368700	0	0	576	560	1081	897	1286	1241
OsMH_08G0368800	0	0	4048	4548	2478	1926	1978	2323
OsMH_08G0368900	0	0	2	5	8	0	8	6
OsMH_08G0369000	0	0	0	0	0	2	4	0
OsMH_08G0369100	0	0	168	211	224	157	247	210
OsMH_08G0369200	0	0	44	58	85	89	126	130
OsMH_08G0369300	0	7	53	52	99	82	154	131
OsMH_08G0369500	0	0	71	108	69	41	37	36
OsMH_08G0369600	0	0	84	97	85	80	60	107
OsMH_08G0369700	0	0	124	155	254	230	136	174
OsMH_08G0369800	0	0	4743	4500	4595	4285	3624	3633
OsMH_08G0370000	0	0	0	1	0	0	1	0
OsMH_08G0370100	14	13	1623	1799	6546	6104	4071	4421
OsMH_08G0365600	184	242	0	0	2	3	2	6
OsMH_08G0365800	2141	3295	0	6	0	0	2	0
OsMH_08G0365900	546	475	0	0	0	0	0	0
OsMH_08G0366100	54	129	0	0	4	4	3	2
OsMH_08G0366700	960	641	0	0	0	0	0	0
OsMH_08G0366800	41	69	120	107	2580	2388	2637	2698
OsMH_08G0367000	111	87	2	0	0	0	0	0
OsMH_08G0367800	3	0	178	153	363	337	244	271
OsMH_08G0367900	4	0	297	187	679	622	600	548
OsMH_08G0368000	88	128	94	60	145	135	133	123
OsMH_08G0368100	23	19	2	0	341	319	268	289
OsMH_08G0368200	7	13	451	499	235	234	218	174
OsMH_08G0368400	426	553	112	83	361	328	492	489
OsMH_08G0369400	64	57	0	4	5	11	5	5
OsMH_08G0369900	1	2	7	11	28	16	21	20
OsMH_08G0370900	965	1176	4	0	2	0	4	3
OsMH_08G0371800	1	0	34	38	68	42	71	57
OsMH_08G0372100	50	170	5	5	0	4	0	0
OsMH_08G0371300	402	491	2	1	0	2	0	0
OsMH_08G0372300	3	8	8	2	3	5	2	5
OsMH_08G0372400	27	28	12	24	18	33	6	15
OsMH_08G0372900	20	16	2	0	0	0	2	2
OsMH_08G0373000	136	91	54	52	26	19	35	33
OsMH_08G0372500	93	89	90	93	58	73	48	38
OsMH_08G0372600	473	588	270	341	150	211	136	167
OsMH_08G0372700	2	0	23	30	11	13	17	24
OsMH_08G0372800	924	943	480	472	574	532	390	379
OsMH_08G0373100	738	569	264	285	473	461	456	481
OsMH_08G0373200	593	530	65	74	19	12	82	50
OsMH_08G0373600	552	952	553	618	662	526	485	586
OsMH_08G0374100	1	4	22	39	26	37	43	35
OsMH_08G0374300	0	0	571	628	660	574	465	481
OsMH_08G0374400	0	0	747	782	953	937	749	704
OsMH_08G0374200	20	48	83	141	191	210	141	124
OsMH_08G0373700	502	452	5	0	3	9	0	6
OsMH_08G0373800	319	444	1	0	0	0	0	0
OsMH_08G0374700	74	171	9	26	19	12	16	19
OsMH_08G0374800	42	72	405	393	213	135	192	222
OsMH_08G0375300	367	481	2	6	0	0	0	3
OsMH_08G0377900	248	306	159	138	151	111	122	107
OsMH_08G0377800	233	219	1	0	0	0	0	0
OsMH_08G0378000	2	0	7	2	4	0	0	0
OsMH_08G0378200	19	6	78	77	241	267	215	232
OsMH_08G0378500	51	76	7	5	2	2	3	4
OsMH_08G0378600	31	26	0	0	0	0	0	0
OsMH_08G0378700	10	9	592	670	207	244	357	330
OsMH_08G0378800	551	351	25151	24618	18128	16407	12919	13673
OsMH_08G0375600	0	0	176	197	236	214	160	148
OsMH_08G0375700	0	0	2	0	3	0	0	3
OsMH_08G0375800	0	0	21	23	15	13	10	14
OsMH_08G0375900	7	8	11	6	2	7	8	3
OsMH_08G0376100	0	0	0	9	39	25	22	32
OsMH_08G0376600	0	0	5	0	2	4	7	14
OsMH_08G0376800	0	0	0	0	0	0	0	0
OsMH_08G0376900	0	2	2698	2719	1797	1544	1507	1472
OsMH_08G0377000	0	0	3022	3061	3789	3431	3827	4128
OsMH_08G0377100	0	0	1470	1511	1267	1127	894	1041
OsMH_08G0375400	11	18	0	0	2	2	0	6
OsMH_08G0375500	2224	2260	501	548	258	218	124	124
OsMH_08G0376000	1070	1532	5194	5258	3690	3392	1947	1902
OsMH_08G0376200	1277	1289	3	0	4	31	14	18
OsMH_08G0376300	10	7	1	3	8	8	3	10
OsMH_08G0376400	15	28	766	722	595	664	582	639
OsMH_08G0376500	133	280	0	0	4	0	0	0
OsMH_08G0376700	28	8	4	3	6	0	7	2
OsMH_08G0377200	62	140	238	180	246	236	312	282
OsMH_08G0377300	4	0	0	0	0	0	0	0
OsMH_08G0377400	5	29	3	0	0	0	0	0
OsMH_08G0377500	25	37	4	2	4	2	0	0
OsMH_08G0377600	186	246	12	6	0	2	0	0
OsMH_08G0377700	2838	2569	15	4	22	11	13	18
OsMH_08G0379000	349	505	7	10	0	5	0	6
OsMH_08G0379100	1403	1219	4	8	5	6	6	4
OsMH_08G0379300	44	73	7617	8046	23	14	40	40
OsMH_08G0379400	1463	1775	7	13	34	14	20	21
OsMH_08G0379600	1116	1191	726	948	375	324	394	397
OsMH_08G0379700	4	88	5051	5184	1554	1449	1175	1198
